breadth,ic,alpha,cost_bps,excess_net,se,sharpe_net,sharpe_gross,excess_vs_rebal,turnover,ic_achieved,n,t
10,0.02,0.1,10.0,-0.0019388335461823455,0.002818110411782348,0.5187135047813449,0.5246630185613939,-0.0009859568929758353,0.036670999592836886,0.02078983295816666,40,-0.6879906259443208
10,0.02,0.1,25.0,-0.010863119626039041,0.002839381406919304,0.5097892187014883,0.5246630185613939,-0.007171558534413652,0.036670999592836886,0.02078983295816666,40,-3.8258754528597834
10,0.02,0.1,50.0,-0.025736962192567686,0.0028782079011418866,0.4949153761349597,0.5246630185613939,-0.017480878535946178,0.036670999592836886,0.02078983295816666,40,-8.942009429672167
10,0.02,0.2,0.0,0.007266902137036906,0.0034632128036165425,0.5279192404645643,0.5279192404645643,0.006394001506154254,0.07477745121095078,0.02078983295816666,40,2.098312332828139
10,0.02,0.2,10.0,-0.004855452100387394,0.00348469966240859,0.5157968862271399,0.5279192404645643,-0.0039025754471808845,0.07477745121095078,0.02078983295816666,40,-1.3933631505652782
10,0.02,0.2,25.0,-0.023039145208983987,0.00352146418552379,0.49761319311854335,0.5279192404645643,-0.019347584117358593,0.07477745121095078,0.02078983295816666,40,-6.542490281086614
10,0.02,0.2,50.0,-0.05334564301057147,0.0035944060226935377,0.4673066953169559,0.5279192404645643,-0.04508955935394997,0.07477745121095078,0.02078983295816666,40,-14.841295800688616
10,0.02,0.35,0.0,0.01246320067550725,0.004222938091255733,0.5331155390030345,0.5331155390030345,0.011590300044624597,0.1352755098278779,0.02078983295816666,40,2.951310297755559
10,0.02,0.35,10.0,-0.009425696909776423,0.004250083257022291,0.5112266414177509,0.5331155390030345,-0.008472820256569914,0.1352755098278779,0.02078983295816666,40,-2.2177675917766115
10,0.02,0.35,25.0,-0.04225976034823722,0.004302839451745656,0.47839257797929013,0.5331155390030345,-0.038568199256611826,0.1352755098278779,0.02078983295816666,40,-9.821365826487552
10,0.02,0.35,50.0,-0.09698445585162728,0.0044215088179271654,0.42366788247590004,0.5331155390030345,-0.08872837219500578,0.1352755098278779,0.02078983295816666,40,-21.934696920291177
10,0.02,0.5,0.0,0.017487985148524607,0.004926291843216516,0.5381403234760519,0.5381403234760519,0.016615084517641956,0.2007515171445493,0.02078983295816666,40,3.5499287709893785
10,0.02,0.5,10.0,-0.014921732662236939,0.0049582568728446874,0.5057306056652904,0.5381403234760519,-0.013968856009030427,0.2007515171445493,0.02078983295816666,40,-3.0094714826010884
10,0.02,0.5,25.0,-0.06353789590917228,0.00502793261612015,0.4571144424183551,0.5381403234760519,-0.05984633481754688,0.2007515171445493,0.02078983295816666,40,-12.636982386251999
10,0.02,0.5,50.0,-0.14456654937929736,0.005199159800181243,0.37608578894822997,0.5381403234760519,-0.13631046572267586,0.2007515171445493,0.02078983295816666,40,-27.805752262944054
